"","Astrocyte","Endothelial","Ependymal","Excitatory","Inhibitory","Microglia","OD Immature","OD Mature","Pericytes"
"spot69",6.85912593972813e-07,1.0236913337428e-06,1.65898468948619e-06,0.0463734632480488,0.953618880317397,3.77161761009834e-07,3.71277565436889e-07,3.41801006491131e-06,1.21396545940722e-07
"spot70",1.13685219851014e-08,5.25944211181254e-09,1.03881627628004e-08,0.129541686120537,0.865771735355494,0.0018452772070496,0.000912478689735067,7.71944559618843e-09,0.00192878789161181
"spot71",1.92792511205926e-09,1.41958220095333e-09,3.36565030066601e-09,0.272315469670634,0.72768452095968,8.15821735782623e-10,7.25030945702325e-10,6.53509119406682e-10,4.62167010640982e-10
"spot72",1.10011853561898e-09,0.0542522466438774,1.4610081985357e-09,0.24532721085773,0.700420529325696,8.99683232245538e-10,5.69061194020914e-09,3.83088092143802e-09,1.903939827519e-10
"spot73",1.6269474948784e-09,2.20590193739201e-09,3.11752261955719e-09,0.379555803522616,0.592180242652189,6.13837945084424e-10,0.0228586972255346,0.00540524867321937,3.6223023498486e-10
"spot74",1.82040459084235e-09,1.45635968766981e-09,1.42068870589947e-09,0.434506007110813,0.565317448461037,1.14176314576072e-09,1.52458428607672e-09,1.43414330477335e-09,0.00017653563020542
"spot75",3.81304510030356e-08,0.0667999632580279,3.04824244361541e-08,0.0452051413332557,0.769809382095487,1.86414052665018e-08,0.11818534936214,1.42385861547053e-08,6.24582229950508e-08
"spot76",2.70060713840368e-08,3.62570246234058e-08,7.83921723480661e-08,0.0609208150573459,0.923583589316226,0.00380752310407192,0.0102939948665899,4.18350863459617e-08,0.00139389416541178
"spot77",0.616176431966677,4.69132409755466e-09,2.76370939023427e-09,2.76161221181897e-09,0.371900462108772,1.18991754926439e-09,0.0008590034304016,4.14205414020924e-09,0.0110640869455324
"spot78",9.66804808172774e-07,0.0588702788485833,5.19255493770582e-07,0.880591181610437,1.15577282628655e-06,0.0605355830263925,1.25251490047198e-07,1.25915304949524e-07,6.35146637787351e-08
"spot79",3.02266448187927e-07,0.00742292776776101,0.0202617276510961,0.0589685510655911,0.85500483951977,0.000693941941487934,4.15065535842771e-08,0.0576476665189083,1.76238380897664e-09
"spot80",0.136687314988064,0.456438176443497,2.98963174180816e-09,7.64517767133313e-08,0.393315207597915,0.0135592056446283,2.23975695568787e-09,1.26342994468265e-08,1.01043165817923e-09
"spot81",0.115091620250826,1.58416696228182e-08,2.85772480108745e-08,7.35900247461293e-08,5.13647923406466e-08,3.78639550829387e-08,0.239087108167924,0.645821056775128,7.56843173687873e-09
"spot82",0.0160921260331617,0.0786438945183293,3.22656785827663e-07,0.573403407847738,0.23260596579803,0.0010738360161502,0.0394357557547934,0.0395355147990331,0.0192091765759782
"spot83",0.146696343240569,1.96651389497175e-08,5.5706834498185e-07,0.468399053982736,0.378688808496699,1.04878611500522e-08,1.79496206763274e-08,0.00621518055990221,8.54912723601641e-09
"spot84",4.92731157932364e-08,0.205469661970828,1.25680280799843e-07,0.11165284813185,0.391599467958866,0.00807786443025342,5.08683573379794e-08,0.283199906154971,2.55314783754247e-08
"spot85",1.01586931322485e-08,5.97133431123367e-09,3.08052848433236e-08,0.464070382705538,0.532311951988453,2.44445354531132e-07,8.51397953925978e-09,6.72530737701157e-08,0.00361729815828909
"spot86",0.0543730118099161,0.00829305009162916,1.84033030054772e-08,0.229190082239034,0.452971253833626,1.40130402866117e-09,0.255172578995428,1.91362115677554e-09,1.31213899996756e-09
"spot87",0.0488256636205049,4.53632262106066e-10,0.0158420066400475,0.178794829311348,0.63538237723169,0.00288084484988029,0.118274276944096,6.63002711372827e-10,2.85797602941892e-10
"spot88",0.177669691833528,0.000563621927611271,4.81409663985553e-09,0.147372592672641,0.552983148259651,0.000592014409202178,0.0604627755035178,0.0398755496160813,0.0204806009636711
"spot89",0.0440277939501839,0.414681050980441,4.23102542715064e-09,0.0558745562720619,0.277446442325258,8.6652915008256e-10,0.207970145172985,1.20609539006315e-09,4.99542075890694e-09
"spot90",2.19676595301302e-07,0.108991390089364,4.8367319792275e-07,7.51425052835993e-08,8.94310304993784e-08,0.140154925363155,0.0157837439253555,0.735069016956924,5.57418731404556e-08
"spot91",0.152894434835284,3.13697134060378e-08,0.0987451822181853,0.0799800144754715,0.452208051417236,0.000629867112247407,6.64082097506609e-08,0.209987984489753,0.00555436767390003
"spot92",0.0675073567349984,0.096065387600789,1.56776737615769e-07,2.62939193104992e-08,0.213470519112464,2.16100470500985e-08,0.165762777989994,0.457193736967821,1.69132302885574e-08
"spot93",0.148090300520327,5.33637123515578e-09,1.60137129827529e-08,2.37540447797124e-09,0.0498190487349283,1.50212906817796e-09,0.146479572177907,0.65537675613167,0.000234297207550025
"spot94",0.0469121493017142,2.64822982568503e-09,3.61525288087444e-09,0.17048067338143,3.76672923578836e-08,0.150909984695496,0.393555627083896,0.238141519772729,1.83395997057933e-09
"spot95",0.0251302040640387,4.27333692943048e-09,4.53315945581568e-08,1.88319235136733e-08,0.674578972913491,2.60864413364898e-09,0.00208328877672154,0.297304775992412,0.000902687207837575
"spot96",2.5326053546828e-09,1.40332117579299e-09,1.90276102554487e-09,2.75975940227731e-09,2.88678939822408e-09,0.0436360314617169,1.69832060008542e-09,0.956363954252172,1.10255401744848e-09
"spot97",0.027434089351797,1.87799896987317e-08,0.0346534487243822,0.0861518860276768,0.190085032771044,0.0166531976535217,4.39225617227202e-08,0.645022262068722,2.0700305188883e-08
"spot98",0.0100673704781307,7.24583509605721e-09,2.00420592606772e-08,0.454179943031286,0.535444645788664,2.6080457824867e-09,1.04391379617752e-08,4.50943305378741e-09,0.000307995857407465
"spot99",0.195282899263457,0.254871406679786,9.04321190544417e-08,1.56722026553401e-07,0.549845241891808,3.3062711690288e-08,5.79631832758811e-08,8.87475619981473e-08,2.52373459324687e-08
"spot100",0.0726927468167214,0.0104069806772637,1.39288365369563e-09,6.64214427019759e-08,0.313934252062752,1.27061191215775e-10,2.25787997945698e-10,0.60250021713093,0.000465735145156738
"spot101",0.021519373057691,0.00224127891611729,0.0502205523925954,6.73799023196724e-09,0.913712198038224,8.76139285892798e-10,0.0096884700069832,1.56476076281304e-09,0.00261811840949841
"spot102",1.48042216233777e-06,0.00623236985882626,4.99254997272889e-07,4.32560113862643e-07,0.650833955385381,2.60763982883431e-07,0.00359635660253859,0.339334588096626,5.7055371944103e-08
"spot103",0.782225223611327,0.210872560536004,3.35753722631028e-09,1.52671976429851e-09,1.63841915184885e-09,0.00690220457541999,1.7299665998498e-09,1.83836455982853e-09,1.18624205661873e-09
"spot104",5.74374313270464e-08,7.14521567263447e-08,1.58177099357496e-07,0.502375421107293,0.236250414410608,3.81128069762143e-08,2.4448147525345e-08,0.259920218727187,0.00145359612727042
"spot105",0.277449506674974,0.00741266064505589,1.9841330480433e-07,1.02514989792083e-07,0.709945307004109,2.99876143191853e-07,3.6759473507172e-08,0.00519187771480757,1.03971414689008e-08
"spot106",0.155860796258714,0.308846070414189,1.77647123599555e-08,0.251760302046776,0.129288664681174,0.154244116278691,1.0908545200566e-08,1.56270227815776e-08,6.02017530934579e-09
"spot107",0.408938503580989,0.187382831714869,1.7118657572696e-06,3.06844481710237e-09,4.79421698995759e-09,2.50403837733386e-09,0.209371516219828,0.188804661397576,0.00550076485428057
"spot108",0.116579207066972,0.490157701737781,0.0100653444446078,0.383197731990507,1.30632360636905e-08,3.96371447199412e-10,5.93148168428952e-10,2.94581009612934e-10,4.12794693323408e-10
"spot109",0.0253415956425212,0.185073314856847,2.17079807255237e-06,8.56804687059362e-07,0.760720871803152,0.0222378316835284,2.00598234573649e-07,0.00662280032710621,3.57485850712578e-07
"spot110",0.117044962695016,0.0498115649522589,3.62636830450201e-08,2.00321046047765e-08,1.40422924549445e-08,9.21441861862937e-09,0.833143372465552,1.28653709312399e-08,7.46930402158479e-09
"spot111",2.12878516044244e-09,0.131872086321368,2.18829502261222e-09,0.36419195037807,6.89818479307557e-09,9.65605036412157e-10,4.84608743862717e-09,0.502702911701405,0.00123303457219902
"spot112",0.0378853910219615,1.61975209372176e-07,0.0136073541814204,0.154323722876815,6.22257281671023e-07,0.387868758575576,1.49095987111981e-07,0.406313784949716,5.5066032725921e-08
"spot113",2.31737581941302e-09,1.05798191705287e-09,1.87349051444091e-09,9.43986474348528e-10,1.08448789309194e-09,0.0108691959481617,0.266324366105563,0.722806430243913,4.25040180724442e-10
"spot114",1.87287260794882e-09,0.188619370471788,1.05853125186789e-09,6.92518352410208e-10,8.16517762373723e-10,6.59823064961548e-10,0.0274937742205902,0.783886846567779,3.63957918087419e-09
"spot115",3.46380354440595e-05,0.0915261153497727,2.19777684554302e-07,1.24317752285317e-07,1.18836749233295e-07,0.00128252081511444,0.0551319966848869,0.846599635529362,0.00542463065323417
"spot116",6.18794623392969e-08,1.21057306394748e-08,2.37054065779865e-08,1.10685223644073e-08,1.43051381693276e-08,0.0662792843248882,3.17650201888227e-08,0.933720554718714,6.12711807365183e-09
"spot117",0.0463188285711839,0.139786011414456,3.48457072174512e-07,0.114534984042567,0.223473884758242,2.49373749657572e-07,0.00579920313767101,0.47008617215325,3.1809180900176e-07
"spot118",0.176678000270851,0.773444391224101,4.8283596511471e-09,4.08717831091443e-10,3.32606029083338e-10,3.36212905379138e-10,5.58464049805224e-10,0.049877601615165,4.25522756044804e-10
"spot119",2.23922603574056e-07,0.226461123600563,2.57776383365447e-07,0.381551784543129,8.94028414450296e-07,1.01522757526615e-07,1.63574305930234e-07,0.391985206762643,2.44269199682122e-07
"spot120",0.139534961612922,5.69524067684426e-10,0.0081705572316781,5.12195479860233e-10,6.75905057984103e-10,0.113174790897887,1.44446750986819e-09,0.739119686790805,2.64615767804687e-10
"spot121",2.87241505178429e-06,0.879717985413454,0.082162652572037,1.05379386768949e-06,1.22378091751542e-06,9.83576162511359e-07,0.0381068644398445,2.46053171788111e-06,3.90347694675059e-06
"spot122",0.352269582366538,0.00250261574396396,1.20744865063195e-07,8.13664643964324e-08,1.16748220787625e-07,4.90857989028739e-08,0.0168514107838628,0.628375975888924,4.72713618702134e-08
"spot123",0.141530664732514,1.0257695165132e-07,2.94354064807194e-07,0.0177070089029493,2.11957379454617e-07,9.99074547233586e-07,3.9552728643553e-07,0.840760274464556,4.84097509901793e-08
"spot124",0.095808984577638,0.486757073354404,0.0713283843221048,0.128510366820146,1.46253296837898e-07,0.019638516477407,0.0152292710126392,0.182727238108946,1.90734188456862e-08
"spot126",0.148345380521471,4.40320389491795e-09,1.19669740661501e-08,0.0178353961988714,2.46884896328713e-08,2.24840711895401e-09,9.50710122008621e-09,0.831657457207369,0.002161713258113
"spot127",0.206453583869075,0.413042874735527,0.0393689744979878,0.139169450218659,1.38236306943308e-07,0.201964758742559,1.58189332171107e-07,4.17057860103967e-08,1.98047674680596e-08
"spot128",0.154876915977183,1.51332747644951e-09,9.13262067191306e-09,0.483983931487177,0.361139136009419,1.00609349143741e-09,7.55958192644719e-10,2.7403812124328e-09,1.37783941429736e-09
"spot129",0.179805214202853,0.0272794292806285,5.58550823518528e-07,0.721327825895966,1.79761557949264e-06,2.88339598576134e-07,0.0653246969965643,1.27757049985527e-07,0.00626006136093676
"spot130",1.17195802362618e-07,1.16778356400231e-07,8.06999677981195e-08,1.16556022243704e-07,0.954646178894015,0.00461835228665876,6.24704482777162e-08,0.0303618844829537,0.0103730906357759
"spot131",1.6148169804834e-09,2.12286466556253e-09,3.30780474188094e-09,1.60003695242838e-07,0.995741720311803,0.00132086206898159,1.81509369991586e-09,9.43823176999255e-10,0.00293724781111739
"spot132",0.2795356011738,0.0856866824648647,1.88153783165857e-08,0.384271514479636,0.25050617850805,1.05140411755418e-09,1.83223532679694e-09,1.02514958913059e-09,6.4948171389959e-10
"spot133",0.119744619580653,0.583001667723117,4.28848596048486e-07,4.1957681206827e-07,2.3666664919154e-07,0.297251815704595,2.48769545962857e-07,1.74881080620521e-07,3.88248951016612e-07
"spot134",0.121243296205293,9.73182268423909e-11,0.00647660507669804,0.374345503859701,0.465236994390711,1.91625094428535e-10,0.0300578837290086,3.23536964821343e-10,0.00263971612610796
"spot135",0.531466692079095,1.39234688517114e-07,4.64448888841523e-07,9.08918155295059e-07,0.460981012766057,0.0029936754274177,2.19970679846101e-06,1.41490172994261e-07,0.00455476592872632
"spot136",2.23597057073988e-08,2.13510593459188e-09,1.20332840304818e-08,0.244489714682979,0.209043810703367,0.539901125945193,3.20082262048708e-09,2.37054045972745e-08,0.00656528523413732
"spot137",0.0715681759468649,0.393479062614018,2.56530134969131e-09,0.081016272631158,0.345157230262298,0.10877924934381,3.800711403914e-09,9.8530711730929e-10,1.85053152727893e-09
"spot138",0.101658401047164,4.05231683440727e-09,7.60451169684334e-09,0.0797375715202255,0.661633517715465,0.156970451350784,3.91202187376854e-09,4.14314919093885e-08,1.36601937523061e-09
"spot139",1.07508781929119e-08,5.99036087782638e-09,6.21629331598801e-09,1.54697884409384e-07,0.843360430884643,0.00173355017965375,0.154140756664767,4.75906727236271e-09,0.000765079856452288
"spot140",0.137855894120502,0.862144086342254,3.0998957349545e-09,7.99003354872895e-10,1.30309635067968e-09,5.67688665280641e-10,7.13126421928702e-10,2.13089097771387e-09,1.09235419334036e-08
"spot141",3.95498380369248e-07,1.44743326938699e-07,2.65453974265355e-07,6.51586662387496e-07,0.984351828691407,1.15662073829099e-07,0.00645861565563421,0.00567352513721154,0.003514457571329
"spot142",1.02238477035078e-06,3.56347738780558e-07,7.66398176707774e-07,0.24137909869961,0.471547419548923,4.58065128256584e-07,0.283853030309883,3.55294872144627e-07,0.0032174929508977
"spot143",5.60611530769557e-08,1.09957615913988e-08,5.6178639450828e-08,0.038337088606595,0.961661993605528,2.33450525442319e-08,7.48947335701548e-07,1.56513473824613e-08,6.60858757760535e-09
"spot144",0.0798636554781417,1.32544940341272e-08,4.17363280167211e-08,0.0089943095625747,0.809649608304283,3.17320569292844e-08,0.0998568951076729,3.23989665442804e-08,0.00163541242548234
"spot145",3.63536621297365e-08,0.0419753167494337,3.1282826443033e-08,0.0644756803353539,0.875046091493509,1.72339367030642e-08,2.18507542285543e-08,0.018502795349144,9.35137928593717e-09
"spot146",8.72026654679105e-10,3.66647077642258e-10,7.77810208184279e-10,0.184778837908782,0.688654325024547,5.35197686899641e-09,0.126566827247924,1.76647479975143e-09,6.83811442646985e-10
"spot147",1.20784857140344e-09,4.26770948177247e-10,1.41850192268095e-09,0.231499113989917,0.768500841190622,1.25087915259807e-09,3.16946080086455e-08,8.30824596589315e-10,7.99002703293824e-09
"spot148",0.313191947978621,9.56208284979388e-09,1.1895663338743e-05,5.43522590774858e-08,0.593974834309619,0.0287973471206033,0.044761182598665,0.0149757783652967,0.00428695004951491
"spot149",4.290419673761e-08,0.383364602696274,3.49639063986066e-09,0.117408683818342,0.0626582461805842,0.12395625287706,1.90896529393166e-09,0.312612165463641,6.54545875031774e-10
"spot150",0.133093916041998,1.01041135569556e-08,6.75537499609302e-08,0.165467261620938,0.691854698275704,1.02734200561182e-08,3.97291901510043e-08,0.00922055480298118,0.000363441597906006
