,Astrocyte,Endothelial,Ependymal,Excitatory,Inhibitory,Microglia,OD Immature,OD Mature,Pericytes
spot937,0.14337684903351075,0.17814611084229415,0.1084227856821427,0.11272476672358861,0.10959504999685787,0.07449702224514451,0.08310789026890968,0.1215775910363085,0.06855193417124329
spot938,0.11622882400157424,0.0873481172143632,0.10104175821914861,0.18414854026297242,0.21366038122901085,0.08467117921817251,0.09226464209314783,0.07152976628059814,0.049106791481012366
spot939,0.11238213216203953,0.09366829211926789,0.08986565927029362,0.2221558310655891,0.19710346352362276,0.07583227070745942,0.10395378416822018,0.054390414473068104,0.05064815251043933
spot940,0.1018793674382129,0.07372130055914627,0.08938613548895183,0.2217190406310526,0.21778832788657965,0.0884617247581345,0.10618675183760627,0.05383650873977619,0.04702084266053979
spot941,0.10198266502056785,0.08193497205900485,0.09030766278383853,0.2303618504099191,0.2001628231370675,0.07678657530785557,0.10028831872217484,0.06599871042260441,0.052176422136967146
spot942,0.1328233441782512,0.08356334644568292,0.09874896424683877,0.21163984265014615,0.17003092795553443,0.08082774234927395,0.1086834182154315,0.06287884213881864,0.05080357182002232
spot943,0.1372596203483437,0.09117738236226726,0.096208392703852,0.17294895405619795,0.1529593967539496,0.07959954882320616,0.11066826310515547,0.11133666834534917,0.04784177350167865
spot944,0.13352077051903247,0.09292662514585252,0.09255333355277877,0.18486837011486268,0.1757032495919319,0.08273339594957464,0.11190017535056526,0.07178325490392987,0.05401082487147194
spot945,0.08648101083752521,0.07289471568957254,0.0871303293619052,0.2510260173780754,0.22176722468081503,0.07474298397623766,0.10744067616999135,0.05599558721108271,0.04252145469479485
spot946,0.09256823538748585,0.0714777151743484,0.08704355474953097,0.23200302794684646,0.2428736154821527,0.08044568422734354,0.09905384930205306,0.05313656979118951,0.04139774793904968
spot947,0.11347526889553151,0.10233448396172058,0.09696124041021867,0.1731332988764392,0.17941502311133897,0.07779153102521418,0.10525351532991016,0.0667076921004063,0.08492794628922044
spot948,0.059830413553642284,0.043946406442435505,0.042312046084735634,0.029858792745029995,0.03323797095425844,0.038876329001754965,0.035503745095447625,0.6925884207899127,0.02384587533278289
spot949,0.08427126387818328,0.401440566819316,0.07827276166772364,0.07639338936755567,0.06871657239548289,0.06755424618731537,0.056610276492611765,0.10542078239278418,0.061320140799027235
spot950,0.3225939603404751,0.10297115285095018,0.1165167435264441,0.0752643741439749,0.07930330301173581,0.07361563913987172,0.09808998233439493,0.07551960127886753,0.056125243373285824
spot951,0.14290095082808746,0.08135289690327036,0.10595875489898875,0.1715222269494215,0.1926539424768519,0.08321264576569817,0.10537092976957084,0.07006261828613074,0.04696503412198017
spot952,0.09981613755331867,0.0741335439124009,0.09693257927811079,0.18965402141590113,0.24454273823617748,0.08604932016958791,0.10414713573660454,0.054529099950456975,0.05019542374744149
spot953,0.09610572495794246,0.07125509855567035,0.08521895545540237,0.23097645928066604,0.2361158030324081,0.0794870475284373,0.10172470181097566,0.05900585540159191,0.04011035397690588
spot954,0.12616450175157634,0.1214571420643352,0.09945825988639223,0.14697429421662916,0.15046961921925842,0.11992132785505294,0.09247495878527337,0.07769357824327575,0.06538631797820664
spot955,0.17251877514307248,0.07867922552938271,0.101626098883138,0.1745474433089377,0.15984890689133296,0.0843965110551149,0.10827691225433285,0.07462107751277419,0.04548504942191419
spot956,0.11762119851695278,0.07193010810077938,0.09549577212120773,0.20914759736974206,0.20594638228845905,0.07747674824989333,0.1259248917848561,0.05880493347906445,0.03765236808904531
spot957,0.10817181763696686,0.07582086572909096,0.09968094227079871,0.19867038497478395,0.22125649417262958,0.0794558169245162,0.11499786909985764,0.057946261288455585,0.0439995479029005
spot958,0.09822263903508144,0.07753140582336218,0.08479212456206577,0.19168337555819628,0.19995493286084864,0.08160423920785519,0.09498082237292776,0.12734363319674372,0.04388682738291921
spot959,0.12971486613926994,0.0849197112092274,0.10101888554530178,0.1803191338846161,0.19015187602167558,0.08027406030272821,0.10927603280772359,0.07107800427716789,0.05324742981228952
spot960,0.09414114040522051,0.07505432348455097,0.09133489393258358,0.22767853407462788,0.23387801288608062,0.07524234400850667,0.10687150544447539,0.056115075125066,0.03968417063888847
spot961,0.08783002513671215,0.06995771171057642,0.08334776510542785,0.22190249920920452,0.2654595118742787,0.08292737968224201,0.09571865118739642,0.05294013464077191,0.039916321453389955
spot962,0.08912708741658587,0.18926548605334123,0.08209881824095475,0.10607196093250686,0.12845686286700475,0.07422801046920868,0.0845196056882722,0.18230755435370646,0.06392461397841927
spot963,0.12225737911268235,0.09684125513998347,0.08143113420000414,0.19170088551752937,0.20008384653783032,0.0832308300889789,0.10970246554275309,0.06568188044410429,0.04907032341613409
spot964,0.09458984950634661,0.07238868009660275,0.08769287093734264,0.2167782741545024,0.24707723173076887,0.08377442712988625,0.1057872675034239,0.051826192773524335,0.04008520616760223
spot965,0.11086170154341911,0.08364378853858573,0.09498532022443434,0.21622620670101714,0.21508932415089507,0.07947042385598359,0.09542820675197257,0.05554946531229612,0.04874556292139644
spot966,0.10335038228380922,0.07945170598282428,0.09335179846436249,0.19322998877023304,0.23567317641426402,0.08010517168343836,0.10055608306808159,0.06577129078877375,0.048510402544213224
spot967,0.09780377549985668,0.12032064108145982,0.09373533685354325,0.20107752256105813,0.20374562183320716,0.079357281221239,0.09339857547892468,0.06034262715735244,0.05021861831335889
spot968,0.10027599749380234,0.08375137314224458,0.09333080097571464,0.20959531777131854,0.23185969257824995,0.07728702202127376,0.10016980951083401,0.0513352955691119,0.05239469093745026
spot969,0.09238597223004376,0.0802279601665977,0.08890825719670353,0.22084713314267315,0.24073027431990834,0.06998586636523335,0.09806397414271231,0.05616589006183638,0.05268467237429143
spot970,0.13516270479449588,0.08903514328351099,0.0949739130492329,0.1057460004983597,0.1157407622230761,0.081334512553077,0.10621415034007181,0.22793971887921285,0.04385309437896273
spot971,0.08743231484806453,0.06399208943327979,0.07254248190806317,0.2400794005032876,0.2728325506715367,0.07314278504586759,0.09809338770113633,0.05227753755051733,0.039607452338246786
spot972,0.1029354136862191,0.06892812152765251,0.0878441356703739,0.23005396497248423,0.22493520336859688,0.07675758219373699,0.1095341701324208,0.05572138430978867,0.04329002413872696
spot973,0.1059625499680651,0.07876152815173647,0.09289045373717675,0.18256279803558256,0.18640768403154812,0.08344515448231159,0.13211629404546787,0.09328757904168339,0.04456595850642822
spot974,0.10517919883285332,0.09650894774563781,0.09115825528502632,0.18637099212041075,0.20868219363637755,0.08123369802276016,0.1250960610994503,0.060322579426657905,0.04544807383082575
spot975,0.13342899164517974,0.08589881416309444,0.1157880855336062,0.18149874240975394,0.18560649021183565,0.08052343117042053,0.10373261178765548,0.06450946076357796,0.04901337231487605
spot976,0.11685510922140659,0.0726927188590827,0.08046028222997835,0.19686683950929645,0.23481114343536563,0.07742437792004254,0.09305118535151563,0.08061772181559405,0.047220621657718044
spot977,0.09642673543257624,0.10462274574276262,0.0933214437254006,0.2043801646437397,0.19576343535785384,0.08615466855380123,0.09538792662893919,0.07391861683615883,0.050024263078767804
spot978,0.12121343007457236,0.07350838980936326,0.08725455785516611,0.21330614199300263,0.199395644366402,0.07687177165103438,0.10939574858380773,0.06779972220693342,0.05125459345971812
spot979,0.13985686239255382,0.07453751970095043,0.10049630220495964,0.18194439774476912,0.21652196562567222,0.08007294817952122,0.10662389689959674,0.057515812199355615,0.04243029505262138
spot980,0.09659424900944569,0.09380036849300875,0.0900463522509862,0.1796209100547604,0.14127441117742512,0.09554576185030152,0.09188024973000021,0.15788329885011204,0.05335439858395995
spot981,0.05867587309358898,0.05218477263799175,0.05310141731101033,0.05302491625139725,0.052821149288806636,0.04572260868966892,0.042034761056749456,0.6100266932479744,0.03240780842281222
spot982,0.1027188096854165,0.07661800808884107,0.08888495425343865,0.1894274979356277,0.19305810219996938,0.08601533378583145,0.15550548235544376,0.0608502226101609,0.04692158908527048
spot983,0.10014061903726712,0.084577742939372,0.09117925642995443,0.22042430100427624,0.19932936882633068,0.0992607655901634,0.10143939702778287,0.05478563309583866,0.04886291604901458
spot984,0.11775110810040014,0.07801324385218777,0.08657336428903326,0.22506074789154834,0.1993729015338049,0.07832013247928635,0.10594176805174639,0.05865301362298907,0.05031372017900367
spot985,0.11131594649297522,0.0990399351714358,0.08921498685553228,0.20588530475062855,0.21005549610116162,0.0760800172026199,0.0983785914311139,0.058770739323048424,0.05125898267148433
spot986,0.08939959169832631,0.06680853256149018,0.08059267931321437,0.25834747309420414,0.2315665521978492,0.07220850744062247,0.10707291882699643,0.056272482762169916,0.0377312621051271
spot987,0.09214478147153322,0.06885188269222253,0.07924353645928503,0.23630390329416068,0.24901827594310094,0.07796709019307291,0.09950746780665139,0.049859511466140066,0.047103550673833226
spot988,0.1012698835671419,0.07515055413701384,0.08441061381441768,0.20269915888407888,0.1907067218060247,0.06879610720465336,0.1737244493482649,0.056165622005568114,0.04707688923283652
spot989,0.08787277842608741,0.06822518913686232,0.07915702779262647,0.24182980870030252,0.19553225608439948,0.07625875865882688,0.10686526490920398,0.1041813738921204,0.04007754239957057
spot990,0.11097575102704586,0.13806825746863732,0.09724635226936214,0.17182004952231278,0.1702779947557436,0.08606528293352987,0.09417725136425201,0.06875560294449311,0.06261345771462326
spot991,0.09115528138598133,0.07725318816823784,0.08453845920859024,0.2372288458617146,0.17154089874482842,0.07654085256797516,0.0979741009002017,0.11702523226914842,0.046743140893322176
spot992,0.12938123181145939,0.07642575295837338,0.09703324199789483,0.1890916255470619,0.1797165576861036,0.09208250469901379,0.11644463661603782,0.07060860134339664,0.049215847340658675
spot993,0.09698521848887459,0.0822860243680536,0.08760140625766083,0.23313655796379978,0.21882896124894588,0.07257587408936658,0.10167991566420052,0.05344192595984097,0.05346411595925702
spot994,0.09988231025977387,0.09218355749867617,0.08491984587397819,0.21962622266365836,0.1952105865319251,0.07313398135687568,0.11425921388545156,0.06721779862757828,0.0535664833020827
spot995,0.09803114315238276,0.09220872237694916,0.08553462669871457,0.2267691886563839,0.20584165660697482,0.07765982924308636,0.098896145957375,0.0643049507835007,0.05075373652463276
spot996,0.10723208395508509,0.09460159692868673,0.09234552575783854,0.19905788278612238,0.19984374015034403,0.07518556816478073,0.0965731658703349,0.05685508272892774,0.07830535365787998
spot997,0.08596701718725472,0.3867620120538,0.07525317958990067,0.09104183330672266,0.09436562718535654,0.07795094286689336,0.06641945588135911,0.07203418380551194,0.05020574812320103
spot998,0.09804312604819246,0.09746695134573939,0.08359578467095559,0.20578992671570512,0.23144366554685966,0.07107230374602005,0.09914676415393049,0.05471299982938637,0.058728477943210865
spot1000,0.09644584977875197,0.0664528120417241,0.08191576099755844,0.22310777332689125,0.25111608681840514,0.07368155385929676,0.11558563082937891,0.05232733738793166,0.03936719496006193
spot1001,0.09078375906638483,0.0735802961894773,0.08098933270408876,0.2924414556239382,0.2008255165219809,0.07106819608785656,0.10004351501274997,0.05196663546999946,0.03830129332352395
spot1002,0.08997303460051147,0.07078024816476199,0.08312786726194211,0.2541737816150528,0.2109003483784784,0.07919874517682653,0.11151450318008554,0.05894020440334055,0.04139126721900069
spot1003,0.10837359616226724,0.07678707060011859,0.0922222220637533,0.14560045955576895,0.16001983683452356,0.08162640460693028,0.09003199826376738,0.19479679534947292,0.05054161656339787
spot1004,0.09600256695192508,0.06612960428166582,0.07589564304648426,0.24736065629285833,0.2513004905657382,0.07673588632121255,0.09955730999567683,0.04656410577498471,0.04045373676945419
spot1005,0.08380260647017787,0.0616019721894186,0.07331596018377858,0.2416402602369169,0.2737563022416767,0.0683360376584836,0.11523992020756482,0.04543821986275942,0.036868720949223506
spot1006,0.08231026375067318,0.060324045357704165,0.07992930914977858,0.2397333848102842,0.27929965378275506,0.06930287002683024,0.10438908127131706,0.04169678718348823,0.04301460466716933
spot1007,0.09411797897279592,0.07783232912445825,0.08350917646235079,0.21961960645740283,0.21892869582011862,0.08088564723294894,0.11487581651438725,0.056997525165203324,0.053233224250334166
spot1008,0.0997047125861582,0.0700901149590767,0.07637142262027467,0.2311981165259301,0.24350364720110015,0.07589560292114285,0.11021775121548208,0.05230958286081531,0.04070904911002
spot1009,0.113012346441745,0.08475179528709129,0.09153630390369687,0.2166601822183893,0.21319798663698847,0.08014658077631094,0.09943365913845008,0.0576611244921506,0.043600021105177356
spot1010,0.09935084654413698,0.07700895290103096,0.0950687683925208,0.2245688156331701,0.21995252563913303,0.08405612681101725,0.09555702604519538,0.05779052777585311,0.046646410257942465
spot1011,0.09096554769256228,0.06422998728192786,0.08925183306520401,0.24791367393161529,0.24116617090531578,0.07479470971130918,0.10478563593216786,0.04936264544996352,0.037529796029934115
spot1012,0.11217335793946485,0.08493297535635191,0.09020734145207923,0.1408739473609697,0.13337714428032257,0.07082012971532044,0.2523218129809968,0.06862757642332615,0.046665714491168214
spot1013,0.08400985986974524,0.06872658802519667,0.07514022165327751,0.25810130011176186,0.25651199910385425,0.07623868668284058,0.10005804104624538,0.043695103900038584,0.03751819960703998
spot1014,0.09707745090171804,0.07940697552788933,0.0837794137460412,0.27490249032750325,0.16338776742496158,0.08702625056493422,0.09942724343566,0.0644132425477063,0.050579165523585955
