,Astrocyte,Endothelial,Ependymal,Excitatory,Inhibitory,Microglia,Mural,OD Immature,OD Mature
spot1,0.1275497439951875,0.056712099302321115,0.058296130842429905,0.3559226537033766,0.23956079987457574,0.05384548700496171,0.025306365912750182,0.05797872871063647,0.02482799065376088
spot2,0.2498095971858438,0.05196018916544555,0.14868915147757938,0.16365374726860177,0.14376840575041042,0.06555316923400872,0.03950982189886681,0.08335056200229703,0.05370535601694651
spot3,0.258515206011796,0.04967374709123379,0.16854541801828526,0.16890141867637815,0.12514736875016305,0.06116069400716219,0.033288762138921825,0.09011808075661767,0.04464930454944214
spot4,0.14655906775201422,0.037208004618902515,0.06204880458196793,0.2659180119934394,0.2870740963794898,0.07356519875994695,0.03318590364983763,0.06211891461421872,0.03232199765018283
spot5,0.14538676254699906,0.11063651813061029,0.10334742656608248,0.12156897630419485,0.10025891048008423,0.11661294988999302,0.028929802604085824,0.05860056555290101,0.21465808792504923
spot6,0.12558849607002223,0.04141312853070725,0.04470442678676678,0.3495523044179217,0.29947722869287835,0.045666371765390075,0.0274497010679628,0.04405570206755593,0.02209264060079477
spot7,0.158357232267344,0.041312407300242854,0.06522864225362239,0.3431809283609383,0.20282620239366944,0.06304302581105874,0.026289996302711838,0.06996006462309755,0.029801500687315026
spot8,0.11963631465829794,0.032767806610337964,0.054523312064352514,0.3607859643053049,0.2535116513262654,0.07051650822880903,0.029809394005590597,0.0525746011773088,0.02587444762373284
spot9,0.15546993079467036,0.04551898106665178,0.07134614676879933,0.21242599905878629,0.1925562035999996,0.0723222470494559,0.035380230926559286,0.1400167791277428,0.07496348160733468
spot10,0.23403467238698836,0.034568191407131285,0.07999809536478729,0.2169194294083819,0.22230473429392572,0.05526368655080672,0.03230073339939071,0.0913935725963384,0.03321688459224961
spot11,0.15315598424170884,0.03758907632620618,0.06151677939524014,0.3143546968206575,0.2042239674660629,0.05113412746606209,0.030082416195895998,0.10975096503947719,0.03819198704868916
spot12,0.17343741699065804,0.04632274622417158,0.06077054404474341,0.2915373862373734,0.23704353822414237,0.05930677555247411,0.04132279255075387,0.0581119170739599,0.032146883101723214
spot13,0.12369708373439811,0.031738100774505014,0.04536754172301834,0.3691081734095663,0.2795302096317121,0.047089140739344136,0.028663017379372373,0.05261597969836352,0.022190752909719988
spot14,0.1479859586809227,0.04105163296646185,0.06033620739219559,0.322111481750931,0.22250437340444368,0.05430438299140705,0.031252853528695175,0.08355664576170616,0.03689646352323671
spot15,0.15335739715327515,0.041032150798475504,0.0659828988970669,0.306158491826658,0.2110712686537325,0.059736129873418156,0.02612977696075187,0.10406946172121595,0.032462424115405945
spot16,0.1255054548689297,0.04190598532537909,0.05191291314080712,0.36312663395824085,0.23913852459713247,0.05814300402457472,0.02116996257176537,0.05613705522783529,0.04296046628533547
spot17,0.17764150518683675,0.03542698033751364,0.06231196307843466,0.32966231329553397,0.22121758680822795,0.05828622223213798,0.026602931034765895,0.061954125241797116,0.026896372784752064
spot18,0.14110571104253392,0.09745307626546966,0.06432650660425367,0.23699257952364322,0.21841284912925366,0.1164818448348787,0.03940606085880413,0.05212655414101812,0.03369481760014487
spot19,0.12719795528894248,0.029445157603051678,0.04851987302596193,0.38644101353375515,0.2551042229935581,0.05239535504969643,0.02601168139777179,0.053488671078928234,0.021396070028334206
spot20,0.1359126060560601,0.050864420769553234,0.05501498303206768,0.18443830852426785,0.2145627562184684,0.06435381394441055,0.027404609066466027,0.0601442957046292,0.20730420668407684
spot21,0.1391665055049931,0.03652769149695926,0.051061240453236824,0.35254637213397505,0.2521247250331986,0.04788552990476322,0.02738692185462476,0.06331599312141492,0.0299850204968343
spot22,0.2590985114313372,0.04921153925123957,0.07395711715435384,0.131575795281255,0.12159078289449748,0.0749069946945189,0.028641305079336283,0.08442520470379462,0.17659274950966708
spot23,0.17527733365317275,0.08150447999643466,0.06642094729002945,0.22471170646748725,0.22689424996292898,0.06825967626048943,0.039569210132972855,0.058359748421845055,0.059002647814639486
spot24,0.1503192563148983,0.07317363821094727,0.06291225891315166,0.22960868783391358,0.18720059352403795,0.09030833139711786,0.03180538195662821,0.10845346047884592,0.06621839137045928
spot25,0.21437923838319703,0.04189239401765965,0.0733526575501751,0.2551527189500127,0.19541947086962563,0.06246882915228636,0.03197784108829121,0.0775275949204999,0.04782925506825248
spot26,0.13348593669265127,0.032903316900248496,0.056980430801375846,0.3375394672177897,0.21448360687593215,0.060434953848723175,0.028625151944544687,0.10362487865695973,0.03192225706177496
spot27,0.13563746856300504,0.03564892637450232,0.05598743362784147,0.3804669491727793,0.22927232575019035,0.05293533001510267,0.024120227527084533,0.06209421163161294,0.023837127337881413
spot28,0.17584295270493824,0.0882130725919925,0.07635698583930622,0.204578998299434,0.1821992068614563,0.07295720774269054,0.03309308095294708,0.1256953846313653,0.04106311037587
spot29,0.22506016059975328,0.03938668059913604,0.06390690929514824,0.2873651770839421,0.19039694654091222,0.06645942109016988,0.026487401874269397,0.06583135259530709,0.03510595032136177
spot30,0.34234680894374137,0.03892662894902666,0.08701730759878436,0.1604938554127329,0.14672964735110733,0.06287954113828735,0.026283025032786046,0.08744568266065529,0.04787750291287862
spot31,0.14923821131766368,0.03541797347589813,0.06763185899180561,0.3128272095594632,0.24672613816216618,0.05650352063291415,0.03200228681781409,0.06869595118429596,0.030956849857978908
spot32,0.14372730036191841,0.05693255777206958,0.06375539185390681,0.26813824846418866,0.22067392706090413,0.08861202046286731,0.033648604223746846,0.06460903813281611,0.05990291166758201
spot33,0.170046395866044,0.11513608688728763,0.06908092794342273,0.2132971161010788,0.22145775567607476,0.06973446296414562,0.03891766241931759,0.061476324737988516,0.04085326740464037
spot34,0.14784567502651963,0.03908025049464937,0.06344939069168028,0.2968717675364953,0.2482595983148887,0.06331833452204479,0.027930478355221618,0.07790317168666337,0.03534133337183685
spot35,0.14507504583275263,0.02746845357135111,0.06022531574312453,0.3702296483310606,0.23063250358216472,0.05404674394037564,0.032031957604084366,0.05277470025284418,0.027515631142242293
spot36,0.13709053179236086,0.03538147312773626,0.06074592233501128,0.39448941077510413,0.20587959535894781,0.05105949894080888,0.028163896758009663,0.05500954888580452,0.032180122026216555
spot37,0.14479695529703776,0.09339970336283043,0.06772592333529136,0.2958546165280863,0.20576814228167206,0.05357345987693839,0.03811548999361559,0.06902506060632763,0.03174064871820038
spot38,0.1389079292280438,0.03172088243565907,0.06885618005639571,0.3298010099028288,0.21437750050938348,0.0560967868546544,0.02812345793147183,0.10125647164590997,0.030859781435653037
spot39,0.2181141574362486,0.04017281935031901,0.06723585113639478,0.2993142781975537,0.18939703439878725,0.06797405345987664,0.02438342115463953,0.06325974777218951,0.03014863709399102
spot40,0.19153230842981223,0.04343278078274843,0.08763328328808619,0.19141012965653895,0.1697120523954645,0.12035320371564454,0.03271790503539244,0.08920731322911778,0.07400102346719495
spot41,0.17562373221835983,0.046711102695639675,0.07405332884185768,0.2390654455849905,0.22434926937802746,0.07639353476957443,0.0285441352228761,0.07769769102611841,0.05756176026255604
spot42,0.14099538730237846,0.03320857230205423,0.055782905043453665,0.3316883271217652,0.25925147827573963,0.06058365978385504,0.03009999419143096,0.06162720750030894,0.026762468479013705
spot43,0.1569973568088492,0.03966922382893879,0.055000560980469446,0.2971013109427371,0.2639928415891889,0.057998108743731416,0.030975333843931255,0.06557715788165211,0.032688105380501875
spot44,0.17206041790634644,0.04289377469351112,0.06068395671548714,0.284534976053154,0.2532275363373854,0.05973044956811777,0.027185535687239023,0.06323452790975992,0.036448825128999274
spot45,0.20137815830320718,0.03284976125022173,0.058197381307003866,0.30282988979290837,0.2401702178927839,0.05417911995319,0.023160902461199052,0.061390322951202586,0.025844246088283326
spot46,0.15348982724033977,0.13015425727252306,0.06454731451023264,0.19236244843598235,0.20050709533104832,0.0645470004856705,0.04072708669477809,0.10770121074423053,0.04596375928519469
spot47,0.13206314601442967,0.028277169022313812,0.04655497613280747,0.36587677161261223,0.2743890424066767,0.0469078776811631,0.023807718934359054,0.05175742756616404,0.03036587062947393
spot48,0.1668046532715866,0.03767553223937898,0.0583159071377529,0.3153841812477434,0.24807678721624743,0.04895327315550221,0.026892230249886583,0.055059846201954116,0.04283758927994771
spot49,0.1462407946832376,0.06600309537417441,0.056924197431298416,0.33961652191007335,0.22131265231140335,0.0524028485347203,0.028215178542173903,0.061940532027340324,0.0273441791855782
spot50,0.18671621030645627,0.051171785726779107,0.06860009222002048,0.25539437723108876,0.22771159675822514,0.06087986224771619,0.02701976446604428,0.06928348728229332,0.05322282376137638
spot51,0.1741130813942335,0.04545506622843426,0.06555156223040873,0.309231541039714,0.21401481897883778,0.06015405426423179,0.03437037519120915,0.06484439523848418,0.03226510543444651
spot52,0.12492441872671911,0.038168258938292524,0.048778606006926614,0.39144664598287915,0.23595341228543998,0.06297841949326653,0.023061582323106466,0.04839990150088182,0.026288754742487815
spot53,0.1374551190922971,0.032546857451399604,0.05383983581842154,0.3405826749544094,0.2601209573714367,0.06895400040717774,0.02639582207483433,0.053217628812475465,0.026887104017548114
spot54,0.2787296735644841,0.10215507786569751,0.08011056610005314,0.1599654864040668,0.16065302716014132,0.05509884839249155,0.03580199010318536,0.08244933458835774,0.045035995821522554
spot55,0.16096873189096567,0.03709521203072219,0.06960996610952053,0.2809956130135338,0.28763555799245577,0.05157113546428706,0.027242761702343393,0.057053659603530205,0.02782736219264143
spot56,0.18936107035788663,0.05671179364973425,0.07038873864906602,0.22416668211989416,0.2107292588622247,0.06554935655195088,0.06618531262998083,0.07990004837030147,0.03700773880896101
spot57,0.16296025097977332,0.07434220340913299,0.05912340251531322,0.2003436158057864,0.2328832969402032,0.08113447256229422,0.03412659760219533,0.06437323317196411,0.09071292701333712
spot58,0.12799805340409173,0.03003528525838705,0.04727088030405583,0.35169055220632445,0.27418421832577183,0.06865339935533463,0.026289918970056315,0.04857308042345352,0.025304611752524672
spot59,0.17471402697022986,0.09525760120204944,0.07169670995636494,0.1440001540554757,0.18650315178534216,0.07017583176093836,0.12888228794377624,0.07997245163649838,0.04879778468932499
spot60,0.15371290045235608,0.039483420473361355,0.06499434206905647,0.25334990991049094,0.24159060218226905,0.09765794650715479,0.03260710775434878,0.06702728880356898,0.04957648184739364
spot61,0.1535480907758762,0.03404631543648588,0.05824002515328693,0.282587803518133,0.2657763154749888,0.05388251947538137,0.027601905239437514,0.0939178806496005,0.03039914427680995
spot62,0.19054866163300174,0.04101848509990263,0.06983797195922503,0.22573482783495627,0.21003736660297542,0.09506093648698169,0.029602957059207225,0.09276195847673421,0.04539683484701588
spot63,0.15787226537460836,0.04316524155953009,0.07345698256748726,0.2831381713727399,0.25535722658750304,0.052599426823017374,0.02496825626599689,0.0796270569178768,0.02981537253124015
spot64,0.14506640809654944,0.03779444607459425,0.05951057535436678,0.31531344329590605,0.24715118722798274,0.06555240304784425,0.03601899887260755,0.06343238404362561,0.0301601539865231
spot65,0.1649373207446491,0.10332410711793845,0.06115636461503964,0.21802601828437929,0.21497488909214152,0.10587406142642262,0.02684431327252376,0.06584054104668229,0.03902238440022332
spot66,0.22079827814746922,0.04337673442671548,0.08615423213663384,0.23962678535768311,0.20506527096729146,0.06004542248546096,0.031170293054643017,0.07611462075490837,0.037648362669194406
spot67,0.13883188217868025,0.035701164479320376,0.05542687660996453,0.29560793219288434,0.3020345567067304,0.058375029923907744,0.023810195259304057,0.06360149945283848,0.026610863196369777
spot68,0.15535566396900505,0.029987875517868346,0.05325549655406206,0.2905175590157093,0.29693151198250883,0.04966570470646746,0.02785269057205959,0.06410875501863289,0.0323247426636865
spot69,0.14000166731879218,0.04497305243875413,0.06635980569790521,0.2809090833941427,0.27856752866617723,0.05550376760647512,0.02601414661632675,0.07292157082428685,0.03474937743713965
spot70,0.14586339363914774,0.03448968737552799,0.057608806497674456,0.30177485281221483,0.29046024972661194,0.05282496014723123,0.02737847914210026,0.059755830623002035,0.029843740036489548
spot71,0.13947844737266243,0.03556222494929839,0.05208181599069855,0.32846964353701724,0.2941823994018036,0.05197414078417553,0.027371758430515522,0.04787476101284454,0.02300480852098402
spot72,0.14023663892603194,0.05683206476771846,0.05720423383867861,0.3208941545306548,0.24638045558668362,0.055381697344819236,0.027910476311896252,0.0626807868922336,0.03247949180128363
spot73,0.1387018636262597,0.030931677544924846,0.05844293247802739,0.33132564782449436,0.25829343832147317,0.05800423148504947,0.028703695156740264,0.06406954234441191,0.03152697121861881
spot74,0.1365714795271909,0.0375942809044962,0.056476617391947516,0.33997718283135303,0.2596921738999585,0.052244505665043656,0.028468164052144543,0.06317874344714382,0.025796852280721785
spot75,0.1498338745058036,0.05226473863889511,0.05937439478885555,0.2689422626001544,0.2672639228832727,0.058994690234537725,0.0279754476630424,0.08398369359395443,0.03136697509148428
spot76,0.1385312448699938,0.03889013569030679,0.056595351576762806,0.3042433816890223,0.2782477780720332,0.06149133268540725,0.02503765292929824,0.06292475506723784,0.034038367419937716
spot77,0.2504076040802277,0.04360389266726561,0.09853868537024325,0.19486925721550097,0.1943503765165145,0.06290950968200726,0.03581842236741066,0.08371772096773061,0.035784531133099484
spot78,0.14195412841062896,0.049966013795288755,0.06868332452752696,0.3551194724134413,0.19831706938058088,0.06846996240593749,0.026168144389125896,0.06366954329857655,0.027652341378893254
spot79,0.13940274221614932,0.04131119965387328,0.0641464578365218,0.3002258809511711,0.26497950358457606,0.06004166331028562,0.028151247429471084,0.06541130882648447,0.03632999619146724
spot80,0.18216911832735622,0.1405797426409082,0.07393360683624545,0.1810394023010014,0.19601629991405892,0.06511943424598571,0.0373602580955055,0.084747440006112,0.03903469763282671
spot81,0.17976336238653626,0.05216222437096972,0.07559819166340546,0.13981940025866335,0.12376347004771646,0.0860919478898652,0.027473916415924008,0.1490259967523541,0.16630149021456553
spot82,0.14982439913592843,0.0436349924847192,0.06520504904203288,0.30849033039628304,0.22429426399261418,0.053646823125365145,0.039564307216773675,0.07757211762206262,0.037767716984220864
